SourceFile,SourceFolder,SourceSubFolder,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Data_File,FileName,Temperature_SN,Conductivity_SN,No. of Parameters,No. of Records
1208PAPA.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,3313,10.0,89.966667,22-09-2002 20:42,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1208papa.HDR,2881.0,2504.0,,
1208PAPI.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,3312,10.0,89.966667,22-09-2002 20:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1208papi.HDR,2881.0,2504.0,,
1208PP3.HDR,CMLRE_CTD,cr207\CR207 ctd,1208C,FORV SAGAR SAMPADA,207,,10.0,90.0,23-09-2002 05:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1208PP3.HDR,2881.0,2504.0,,
1209.HDR,CMLRE_CTD,cr207\CR207 ctd,1209,FORV SAGAR SAMPADA,207,928,12.8,94.583333,28-09-2002 14:49,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209.dat,2881.0,2504.0,10.0,750.0
1209A.HDR,CMLRE_CTD,cr207\CR207 ctd,1209A,FORV SAGAR SAMPADA,207,1177,13.0,95.0,28-09-2002 19:50,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209A.dat,2881.0,2504.0,9.0,1003.0
1209APAP.HDR,CMLRE_CTD,cr207\CR207 ctd,1209papa,FORV SAGAR SAMPADA,207,1261,13.0,95.0,28-09-2002 19:35,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209Apapa.HDR,2881.0,2504.0,,
1209B.HDR,CMLRE_CTD,cr207\CR207 ctd,1209b,FORV SAGAR SAMPADA,207,1462,13.0,95.0,29-09-2002 00:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209b.dat,2881.0,2504.0,11.0,998.0
1209BLMP.HDR,CMLRE_CTD,cr207\CR207 ctd,1209bloom,FORV SAGAR SAMPADA,207,915,12.48,94.35,28-09-2002 14:27,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209blmpp.HDR,2881.0,2504.0,,
1209C.HDR,CMLRE_CTD,cr207\CR207 ctd,1209C,FORV SAGAR SAMPADA,207,1294,13.0,95.0,29-09-2002 06:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209C.dat,2881.0,2504.0,9.0,1009.0
1209CPP.HDR,CMLRE_CTD,cr207\CR207 ctd,1209c pp,FORV SAGAR SAMPADA,207,1268,13.0,95.0,29-09-2002 05:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209cpp.HDR,2881.0,2504.0,,
1209P.HDR,CMLRE_CTD,cr207\CR207 ctd,1209P,FORV SAGAR SAMPADA,207,1471,13.6,95.0,29-09-2002 12:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209P.dat,2881.0,2504.0,9.0,1000.0
1209PAPP.HDR,CMLRE_CTD,cr207\CR207 ctd,1209papp,FORV SAGAR SAMPADA,207,1268,13.0,95.0,29-09-2002 06:17,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209papp.HDR,2881.0,2504.0,,
1209PBLO.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,28-09-2002 14:09,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1209pblo.dat,2881.0,2504.0,9.0,73.0
1210.HDR,CMLRE_CTD,cr207\CR207 ctd,1210,FORV SAGAR SAMPADA,207,1338,12.983333,94.0,30-09-2002 01:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1210.dat,2881.0,2504.0,10.0,1001.0
12101.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,01-10-2002 13:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\12101.dat,2881.0,2504.0,10.0,18.0
1211.HDR,CMLRE_CTD,cr207\CR207 ctd,1211,FORV SAGAR SAMPADA,207,1988,12.983333,92.0,30-09-2002 20:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1211.dat,2881.0,2504.0,10.0,1008.0
1212A.HDR,CMLRE_CTD,cr207\CR207 ctd,1212a,FORV SAGAR SAMPADA,207,2974,13.0,90.0,01-10-2002 13:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212a.dat,2881.0,2504.0,10.0,1001.0
1212B.HDR,CMLRE_CTD,cr207\CR207 ctd,1212b,FORV SAGAR SAMPADA,207,2985,13.0,90.0,01-10-2002 18:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212b.dat,2881.0,2504.0,11.0,999.0
1212C.HDR,CMLRE_CTD,cr207\CR207 ctd,1212c,FORV SAGAR SAMPADA,207,2969,13.0,90.0,02-10-2002 00:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212c.dat,2881.0,2504.0,10.0,998.0
1212CPAP.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,02-10-2002 00:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212cpapa.HDR,2881.0,2504.0,,
1212D.HDR,CMLRE_CTD,cr207\CR207 ctd,1212D,FORV SAGAR SAMPADA,207,2964,13.0,89.983333,02-10-2002 05:27,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212D.dat,2881.0,2504.0,10.0,1006.0
1212DPP.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,2966,13.051389,89.983333,02-10-2002 05:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212Dpp.HDR,2881.0,2504.0,,
1212PAPA.HDR,CMLRE_CTD,cr207\CR207 ctd,1212papa,FORV SAGAR SAMPADA,207,1026,13.0,90.0,01-10-2002 13:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1212papa.HDR,2881.0,2504.0,,
1213A.HDR,CMLRE_CTD,cr207\CR207 ctd,1213a,FORV SAGAR SAMPADA,207,2713,15.0,91.0,03-10-2002 00:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213a.dat,2881.0,2504.0,10.0,3755.0
1213APAP.HDR,CMLRE_CTD,cr207\CR207 ctd,1213apapa,FORV SAGAR SAMPADA,207,,15.0,91.0,03-10-2002 00:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213apapa.HDR,2881.0,2504.0,,
1213B.HDR,CMLRE_CTD,cr207\CR207 ctd,1213b,FORV SAGAR SAMPADA,207,,15.0,91.0,03-10-2002 06:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213b.dat,2881.0,2504.0,9.0,999.0
1213C.HDR,CMLRE_CTD,cr207\CR207 ctd,1213C,FORV SAGAR SAMPADA,207,2714,15.0,91.0,03-10-2002 12:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213C.dat,2881.0,2504.0,9.0,1007.0
1213D.HDR,CMLRE_CTD,cr207\CR207 ctd,1213d,FORV SAGAR SAMPADA,207,2746,15.0,91.0,03-10-2002 17:37,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213d.dat,2881.0,2504.0,9.0,4357.0
1213PP.HDR,CMLRE_CTD,cr207\CR207 ctd,1213pp,FORV SAGAR SAMPADA,207,,15.0,91.0,03-10-2002 05:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1213pp.HDR,2881.0,2504.0,,
1214A.HDR,CMLRE_CTD,cr207\CR207 ctd,1214a,FORV SAGAR SAMPADA,207,2703,15.0,90.0,04-10-2002 05:55,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214a.dat,2881.0,2504.0,10.0,1005.0
1214APAP.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,04-10-2002 05:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214apapa.HDR,2881.0,2504.0,,
1214APP.HDR,CMLRE_CTD,cr207\CR207 ctd,1214App,FORV SAGAR SAMPADA,207,2707,15.0,90.0,04-10-2002 04:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214app.dat,2881.0,2504.0,9.0,119.0
1214APP1.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,04-10-2002 05:28,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214app1.HDR,2881.0,2504.0,,
1214B.HDR,CMLRE_CTD,cr207\CR207 ctd,1214b,FORV SAGAR SAMPADA,207,2692,15.0,90.0,04-10-2002 12:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214b.dat,2881.0,2504.0,10.0,1007.0
1214BAPA.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,207,,,,04-10-2002 19:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214bapap.HDR,2881.0,2504.0,,
1214C.HDR,CMLRE_CTD,cr207\CR207 ctd,1214c,FORV SAGAR SAMPADA,207,2714,15.0,90.0,04-10-2002 17:51,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214c.dat,2881.0,2504.0,10.0,1054.0
1214D.HDR,CMLRE_CTD,cr207\CR207 ctd,1214d,FORV SAGAR SAMPADA,207,2702,15.0,89.866667,05-10-2002 00:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1214d.dat,2881.0,2504.0,10.0,1002.0
1215.HDR,CMLRE_CTD,cr207\CR207 ctd,1215,FORV SAGAR SAMPADA,207,2549,15.0,89.0,05-10-2002 09:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1215.dat,2881.0,2504.0,9.0,1021.0
6766.HDR,CMLRE_CTD,cr207\CR207 ctd,,FORV SAGAR SAMPADA,,,,,14-09-2002 10:11,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\6766.HDR,2881.0,2504.0,,
1216.DAT,CMLRE_CTD,cr208\ctd,,FORV Sagar Sampada,206,65M,17.200167,82.916944,17-10-2002 16:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1216.DAT,2881.0,2504.0,,
1217.DAT,CMLRE_CTD,cr208\ctd,,FORV Sagar Sampada,206,65M,17.110333,82.753611,18-10-2002 09:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1217.DAT,2881.0,2504.0,,
otc3.HDR,CMLRE_CTD,cr210\ctd,otc3,FORV SAGAR SAMPADA,210,1380,8.309444,78.693333,26-12-2002 07:22,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc3.HDR,2881.0,2504.0,,
otc4.HDR,CMLRE_CTD,cr210\ctd,otc4,FORV SAGAR SAMPADA,210,1149,8.301389,78.508333,27-12-2002 07:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc4.HDR,2881.0,2504.0,,
otc5.HDR,CMLRE_CTD,cr210\ctd,otc5,FORV SAGAR SAMPADA,210,1195,8.225833,78.505833,28-12-2002 07:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc5.HDR,2881.0,2504.0,,
otc6.HDR,CMLRE_CTD,cr210\ctd,otc6,FORV SAGAR SAMPADA,210,,8.226667,78.584167,29-12-2002 07:15,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc6.HDR,2881.0,2504.0,,
otc6b.HDR,CMLRE_CTD,cr210\ctd,otc6b,FORV SAGAR SAMPADA,210,1469,8.218167,78.685833,29-12-2002 17:34,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc6b.HDR,2881.0,2504.0,,
otc7.HDR,CMLRE_CTD,cr210\ctd,otc7,FORV SAGAR SAMPADA,210,1371,8.140556,78.588889,30-12-2002 07:13,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc7.HDR,2881.0,2504.0,,
otc7pp.HDR,CMLRE_CTD,cr210\ctd,otc7pp,FORV SAGAR SAMPADA,210,1371,8.140556,78.588889,30-12-2002 10:13,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc7pp.HDR,2881.0,2504.0,,
otc8.HDR,CMLRE_CTD,cr210\ctd,otc8,FORV SAGAR SAMPADA,210,1522,8.138889,78.827222,31-12-2002 13:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc8.HDR,2881.0,2504.0,,
otc9.HDR,CMLRE_CTD,cr210\ctd,otc9,FORV SAGAR SAMPADA,210,1211,8.137778,78.503611,31-12-2002 17:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otc9.dat,2881.0,2504.0,9.0,997.0
otec1.HDR,CMLRE_CTD,cr210\ctd,otec1,FORV SAGAR SAMPADA,208 210,1306,8.306667,78.585,24-12-2002 08:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otec1.HDR,2881.0,2504.0,,
otec1b.HDR,CMLRE_CTD,cr210\ctd,otec1b,FORV SAGAR SAMPADA,208 210,1306,8.306667,78.585,24-12-2002 09:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otec1b.HDR,2881.0,2504.0,,
otec2.HDR,CMLRE_CTD,cr210\ctd,otec2,FORV SAGAR SAMPADA,208 210,1298,8.301389,78.587222,25-12-2002 07:09,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\otec2.HDR,2881.0,2504.0,,
1262.DAT,CMLRE_CTD,cr211\CTD,1262,FORV SAGAR SAMPADA,210,50,8.0,77.0,14-01-2003 12:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1262.dat,2881.0,2504.0,,
1263.DAT,CMLRE_CTD,cr211\CTD,1263,FORV SAGAR SAMPADA,210,1491,8.0,76.0,14-01-2003 20:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1263.dat,2881.0,2504.0,,
1264.DAT,CMLRE_CTD,cr211\CTD,,FORV SAGAR SAMPADA,210,814,8.183333,76.4,15-01-2003 07:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1264.dat,2881.0,2504.0,,
1265.DAT,CMLRE_CTD,cr211\CTD,1265,FORV SAGAR SAMPADA,210,2664,9.0,75.0,15-01-2003 17:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1265.dat,2881.0,2504.0,,
1266.DAT,CMLRE_CTD,cr211\CTD,1266,FORV SAGAR SAMPADA,210 211,99,9.003611,76.0025,16-01-2003 02:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1266.dat,2881.0,2504.0,,
1267.DAT,CMLRE_CTD,cr211\CTD,1267,FORV SAGAR SAMPADA,210,62,10.0,75.0,16-01-2003 11:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1267.dat,2881.0,2504.0,,
1268.DAT,CMLRE_CTD,cr211\CTD,1268,FORV SAGAR SAMPADA,211,2206,10.0,75.0,16-01-2003 17:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1268.dat,2881.0,2504.0,,
1269.DAT,CMLRE_CTD,cr211\CTD,1269,FORV SAGAR SAMPADA,211,883,11.0,75.0,17-01-2003 01:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1269.dat,2881.0,2504.0,,
1270.DAT,CMLRE_CTD,cr211\CTD,1270,FORV SAGAR SAMPADA,211,47,11.0,75.5,17-01-2003 06:14,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1270.dat,2881.0,2504.0,,
1271.DAT,CMLRE_CTD,cr211\CTD,1271,FORV SAGAR SAMPADA,211,70,12.0,74.733333,17-01-2003 17:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1271.dat,2881.0,2504.0,,
1272.DAT,CMLRE_CTD,cr211\CTD,1272,FORV SAGAR SAMPADA,211,117,13.0,74.0,18-01-2003 03:11,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1272.dat,2881.0,2504.0,,
1273.DAT,CMLRE_CTD,cr211\CTD,,FORV SAGAR SAMPADA,211,55,14.0,73.0,18-01-2003 10:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1273.dat,2881.0,2504.0,,
1274.DAT,CMLRE_CTD,cr211\CTD,1274,FORV SAGAR SAMPADA,211,31,14.666667,74.0,18-01-2003 11:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1274.dat,2881.0,2504.0,,
1275.DAT,CMLRE_CTD,cr211\CTD,1275,FORV SAGAR SAMPADA,211,53,14.65,73.866667,18-01-2003 16:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1175.dat,2881.0,2504.0,,
1276.DAT,CMLRE_CTD,cr211\CTD,1276a,FORV SAGAR SAMPADA,211,79,14.666667,73.6,18-01-2003 20:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1276a.dat,2881.0,2504.0,,
1277.DAT,CMLRE_CTD,cr211\CTD,1277,FORV SAGAR SAMPADA,211,102,14.666667,73.4,18-01-2003 22:18,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1277.dat,2881.0,2504.0,,
1278.DAT,CMLRE_CTD,cr211\CTD,1278,FORV SAGAR SAMPADA,211,172,14.65,73.2,19-01-2003 01:15,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1278.dat,2881.0,2504.0,,
1279_02.DAT,CMLRE_CTD,cr211\CTD,1279_02,FORV SAGAR SAMPADA,211,3381,20.960333,64.054833,25-01-2003 06:20,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_02.dat,2881.0,2504.0,,
1279_03.DAT,CMLRE_CTD,cr211\CTD,1279_03,FORV SAGAR SAMPADA,211,3365,20.925667,64.126,25-01-2003 12:22,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_03.dat,2881.0,2504.0,,
1279_04.DAT,CMLRE_CTD,cr211\CTD,1279_04,FORV SAGAR SAMPADA,211,3382,20.999833,63.997667,25-01-2003 18:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_04.dat,2881.0,2504.0,,
1279_05.DAT,CMLRE_CTD,cr211\CTD,1279_05,FORV SAGAR SAMPADA,211,3383,21.000333,64.001667,26-01-2003 00:15,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_05.dat,2881.0,2504.0,,
1279_06.DAT,CMLRE_CTD,cr211\CTD,1279_06,FORV SAGAR SAMPADA,211,3381,20.997333,63.999833,26-01-2003 06:13,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_06.dat,2881.0,2504.0,,
1279_07.DAT,CMLRE_CTD,cr211\CTD,1279_07,FORV SAGAR SAMPADA,211,3383,21.000167,63.999667,26-01-2003 12:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_07.dat,2881.0,2504.0,,
1279_08.DAT,CMLRE_CTD,cr211\CTD,1279_08,FORV SAGAR SAMPADA,211,3382,21.005167,64.004,26-01-2003 18:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_08.dat,2881.0,2504.0,,
1279_09.DAT,CMLRE_CTD,cr211\CTD,1279_09,FORV SAGAR SAMPADA,211,3383,21.001,63.998,27-01-2003 00:46,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_09.dat,2881.0,2504.0,,
1279_10.DAT,CMLRE_CTD,cr211\CTD,1279_10,FORV SAGAR SAMPADA,211,3386,20.914667,63.996167,27-01-2003 06:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_10.dat,2881.0,2504.0,,
1279_11.DAT,CMLRE_CTD,cr211\CTD,1279_11,FORV SAGAR SAMPADA,211,3373,20.8105,64.0105,27-01-2003 12:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_11.dat,2881.0,2504.0,,
1279_12.DAT,CMLRE_CTD,cr211\CTD,1279_12,FORV SAGAR SAMPADA,211,3383,21.006333,63.9985,27-01-2003 18:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_12.dat,2881.0,2504.0,,
1279_13.DAT,CMLRE_CTD,cr211\CTD,1279_13,FORV SAGAR SAMPADA,211,3383,21.000667,64.000167,28-01-2003 00:15,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_13.dat,2881.0,2504.0,,
1279_14.DAT,CMLRE_CTD,cr211\CTD,1279_14,FORV SAGAR SAMPADA,211,3382,20.994667,63.988333,28-01-2003 06:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_14.dat,2881.0,2504.0,,
1279_15.DAT,CMLRE_CTD,cr211\CTD,1279_15,FORV SAGAR SAMPADA,211,3382,21.000667,63.999167,28-01-2003 12:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_15.dat,2881.0,2504.0,,
1279_16.DAT,CMLRE_CTD,cr211\CTD,1279_16,FORV SAGAR SAMPADA,211,3382,21.0005,64.004333,28-01-2003 18:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_16.dat,2881.0,2504.0,,
1279_17.DAT,CMLRE_CTD,cr211\CTD,1279_17,FORV SAGAR SAMPADA,211,3385,20.981333,63.9845,29-01-2003 01:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_17.dat,2881.0,2504.0,,
1279_18.DAT,CMLRE_CTD,cr211\CTD,1279_18,FORV SAGAR SAMPADA,211,3387,20.981167,63.9095,29-01-2003 06:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_18.dat,2881.0,2504.0,,
1279_19.DAT,CMLRE_CTD,cr211\CTD,1279_19,FORV SAGAR SAMPADA,211,3387,20.9785,63.8415,29-01-2003 11:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_19.dat,2881.0,2504.0,,
1279_20.DAT,CMLRE_CTD,cr211\CTD,1279_20,FORV SAGAR SAMPADA,211,3382,21.001167,64.010167,29-01-2003 18:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1279_20.dat,2881.0,2504.0,,
1280.DAT,CMLRE_CTD,cr211\CTD,1280,FORV SAGAR SAMPADA,211,2980,20.9985,64.999333,30-01-2003 03:36,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1280.dat,2881.0,2504.0,,
1281.DAT,CMLRE_CTD,cr211\CTD,1281,FORV SAGAR SAMPADA,211,2477,20.998,66.001,30-01-2003 13:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1281.dat,2881.0,2504.0,,
1282.DAT,CMLRE_CTD,cr211\CTD,1282,FORV SAGAR SAMPADA,211,2420,20.999667,67.000667,30-01-2003 23:42,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1282.dat,2881.0,2504.0,,
1283.DAT,CMLRE_CTD,cr211\CTD,1283,FORV SAGAR SAMPADA,211,2684,21.000333,68.002833,31-01-2003 09:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1283.dat,2881.0,2504.0,,
1284.DAT,CMLRE_CTD,cr211\CTD,1284,FORV SAGAR SAMPADA,211,1049,21.003833,68.994333,31-01-2003 20:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1284.dat,2881.0,2504.0,,
1285.DAT,CMLRE_CTD,cr211\CTD,1285,FORV SAGAR SAMPADA,211,54,21.006333,69.735333,01-02-2003 05:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1285.dat,2881.0,2504.0,,
1286.DAT,CMLRE_CTD,cr211\CTD,1286,FORV SAGAR SAMPADA,211,35,20.577167,70.785667,03-02-2003 00:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1286.dat,2881.0,2504.0,,
1287.DAT,CMLRE_CTD,cr211\CTD,1287,FORV SAGAR SAMPADA,211,52,20.424,70.772,03-02-2003 01:44,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1287.dat,2881.0,2504.0,,
1288.DAT,CMLRE_CTD,cr211\CTD,1288,FORV SAGAR SAMPADA,211,75,20.212,70.760667,03-02-2003 04:11,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1288.dat,2881.0,2504.0,,
1289.DAT,CMLRE_CTD,cr211\CTD,1289,FORV SAGAR SAMPADA,211,89,19.005,70.781,03-02-2003 13:37,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1289.dat,2881.0,2504.0,,
1290.DAT,CMLRE_CTD,cr211\CTD,1290,FORV SAGAR SAMPADA,211,100,18.130833,70.780167,03-02-2003 21:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1290.dat,2881.0,2504.0,,
1291.DAT,CMLRE_CTD,cr211\CTD,1291,FORV SAGAR SAMPADA,211,148,17.995,70.782667,04-02-2003 00:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1291.dat,2881.0,2504.0,,
1293.DAT,CMLRE_CTD,cr211\CTD,1293,FORV SAGAR SAMPADA,211,123,17.8485,70.882333,04-02-2003 05:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1293.dat,2881.0,2504.0,,
1294.DAT,CMLRE_CTD,cr211\CTD,1294,FORV SAGAR SAMPADA,211,100,17.880167,70.912333,04-02-2003 07:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1294.dat,2881.0,2504.0,,
1295.DAT,CMLRE_CTD,cr211\CTD,1295,FORV SAGAR SAMPADA,211,75,18.000667,72.210833,04-02-2003 18:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1295.dat,2881.0,2504.0,,
1296.DAT,CMLRE_CTD,cr211\CTD,1296,FORV SAGAR SAMPADA,211,51,17.999833,72.384333,04-02-2003 19:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1296.dat,2881.0,2504.0,,
1297.DAT,CMLRE_CTD,cr211\CTD,1297,FORV SAGAR SAMPADA,211,33,17.994167,72.783667,04-02-2003 23:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1297.dat,2881.0,2504.0,,
1298.DAT,CMLRE_CTD,cr211\CTD,1298,FORV SAGAR SAMPADA,211,105,17.002333,72.166667,05-02-2003 09:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1298.dat,2881.0,2504.0,,
1299.DAT,CMLRE_CTD,cr211\CTD,1299,FORV SAGAR SAMPADA,211,102,16.0,72.8375,05-02-2003 18:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1299.dat,2881.0,2504.0,,
1300.DAT,CMLRE_CTD,cr211\CTD,1300,FORV SAGAR SAMPADA,211,75,15.995833,73.053667,05-02-2003 21:27,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1300.dat,2881.0,2504.0,,
1301.DAT,CMLRE_CTD,cr211\CTD,1301,FORV SAGAR SAMPADA,211,52,15.9955,73.228333,05-02-2003 23:20,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1301.dat,2881.0,2504.0,,
1302.DAT,CMLRE_CTD,cr211\CTD,1302,FORV SAGAR SAMPADA,211,33,15.998167,73.361333,06-02-2003 01:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1302.dat,2881.0,2504.0,,
1303.DAT,CMLRE_CTD,cr211\CTD,1303,FORV SAGAR SAMPADA,211,119,12.9975,74.000167,07-02-2003 00:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1303.dat,2881.0,2504.0,,
1304.DAT,CMLRE_CTD,cr211\CTD,1304,FORV SAGAR SAMPADA,211,57,11.0015,75.427333,07-02-2003 20:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1304.dat,2881.0,2504.0,,
HDR 01.HDR,CMLRE_CTD,cr212\ctd212,,FORV SAGAR SAMPADA,212,20,10.016667,76.06,21-02-2003 21:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\cr001.dat,2881.0,2504.0,9.0,9.0
